,INCIDENT_NUMBER,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long
4657,212075102,AUTO THEFT,B3,False,2021-10-16 00:00:00,2021,10,Saturday,0,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4658,212075101,SICK/INJURED/MEDICAL - POLICE,B2,False,2021-10-16 05:48:00,2021,10,Saturday,5,"WARREN ST & MARTIN LUTHER KING JR BLVD
ROXBURY  MA",42.31800600028932,-71.0819469500463
4659,212075092,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,B2,False,2021-10-16 02:22:00,2021,10,Saturday,2,"RUGGLES ST & TREMONT ST
ROXBURY  MA 02120
UNITED S",42.33491203861615,-71.08846397788238
4660,212075090,M/V ACCIDENT - POLICE VEHICLE,B2,False,2021-10-16 03:07:00,2021,10,Saturday,3,"WARREN ST & MARTIN LUTHER KING JR BLVD
ROXBURY  MA",42.31800600028932,-71.0819469500463
4661,212075086,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,False,2021-10-16 02:51:00,2021,10,Saturday,2,"COLUMBIA RD & DEVON ST
DORCHESTER  MA 02121
UNITED",42.30756697894642,-71.07608102310111
4662,212075079,ASSAULT - SIMPLE,D14,False,2021-10-16 01:48:00,2021,10,Saturday,1,UNION ST,42.3614816294418,-71.05719146219977
4663,212075074,INVESTIGATE PROPERTY,B2,False,2021-10-16 01:19:00,2021,10,Saturday,1,PARKER ST,42.33138383718933,-71.09734803983105
4664,212075073,VAL - VIOLATION OF AUTO LAW,B3,False,2021-10-16 00:39:00,2021,10,Saturday,0,BLUE HILL AVE,42.277768803360885,-71.09334840990044
4665,212075067,M/V ACCIDENT - PROPERTY DAMAGE,B2,False,2021-10-16 00:05:00,2021,10,Saturday,0,"MAYWOOD ST & WARREN ST
ROXBURY  MA 02119
UNITED ST",42.31827297304199,-71.08180798437984
4666,212075066,LICENSE PREMISE VIOLATION,B2,False,2021-10-16 00:22:00,2021,10,Saturday,0,DUDLEY ST,42.328631716777394,-71.08309898723691
4667,212075060,DEATH INVESTIGATION,D14,False,2021-10-15 20:36:00,2021,10,Friday,20,SUTHERLAND RD,42.33815268405198,-71.14955832306062
4668,212075051,INVESTIGATE PERSON,B3,False,2021-10-15 21:18:00,2021,10,Friday,21,KINGSDALE ST,42.29478706498454,-71.08206874631163
4669,212075048,THREATS TO DO BODILY HARM,B3,False,2021-10-15 20:06:00,2021,10,Friday,20,GLENWAY ST,42.29972868938231,-71.08171587374292
4670,212075046,INVESTIGATE PROPERTY,B3,False,2021-10-15 21:36:00,2021,10,Friday,21,BLUE HILL AVE,42.27470119273465,-71.09344053269572
4671,212075045,VERBAL DISPUTE,B3,False,2021-10-15 20:43:00,2021,10,Friday,20,HOSMER ST,42.28079658122844,-71.09039723562948
4672,212075043,THREATS TO DO BODILY HARM,B3,False,2021-10-15 04:45:00,2021,10,Friday,4,TALBOT AVE,42.29196961174862,-71.0779550856281
4673,212075037,M/V ACCIDENT - PERSONAL INJURY,B2,False,2021-10-15 00:00:00,2021,10,Friday,0,"ABBOTSFORD ST & HAROLD ST
ROXBURY  MA 02121
UNITED",42.3142679755064,-71.09153905340465
4674,212075032,BURGLARY - RESIDENTIAL,B2,False,2021-10-15 17:15:00,2021,10,Friday,17,ZEIGLER ST,42.32924493585158,-71.0820071541402
4675,212075030,ASSAULT - SIMPLE,B3,False,2021-10-15 20:57:00,2021,10,Friday,20,TENNIS RD,42.27615691256162,-71.0955030303829
4676,212075029,SUDDEN DEATH,B3,False,2021-10-15 18:57:00,2021,10,Friday,18,VESTA RD,42.29606280271475,-71.08664794825769
4677,212075028,INVESTIGATE PROPERTY,B2,False,2021-10-15 20:09:00,2021,10,Friday,20,QUINCY ST,42.31369016219415,-71.07696740941833
4678,212075023,AUTO THEFT - LEASED/RENTED VEHICLE,D14,False,2021-10-13 12:00:00,2021,10,Wednesday,12,COMMONWEALTH AVE,42.35027252001782,-71.1281220871467
4679,212075013,M/V ACCIDENT - PROPERTY DAMAGE,B2,False,2021-10-15 19:30:00,2021,10,Friday,19,WASHINGTON ST,42.32866283555608,-71.08563401183545
4680,212075008,INVESTIGATE PROPERTY,B3,False,2021-10-15 19:44:00,2021,10,Friday,19,CODMAN HILL AVE,42.27969129191625,-71.07144322365546
4681,212074994,VANDALISM,B3,True,2021-10-15 19:05:00,2021,10,Friday,19,BLUE HILL AVE,42.282828774806525,-71.09182490394709
4682,212074993,HARASSMENT/ CRIMINAL HARASSMENT,B2,False,2021-10-05 15:00:00,2021,10,Tuesday,15,WASHINGTON ST,42.32866283555608,-71.08563401183545
4683,212074968,ASSAULT - SIMPLE,B2,False,2021-10-09 10:00:00,2021,10,Saturday,10,WASHINGTON ST,42.32866283555608,-71.08563401183545
4684,212074963,PROPERTY - LOST/ MISSING,B3,False,2021-10-15 17:45:00,2021,10,Friday,17,OSPREY WAY,42.29141441187878,-71.09323971718763
4685,212074962,LARCENY THEFT FROM BUILDING,B2,False,2021-08-13 07:00:00,2021,8,Friday,7,HOMESTEAD ST,42.31127725586286,-71.08909334113278
4686,212074959,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,False,2021-10-15 16:50:00,2021,10,Friday,16,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4687,212074956,LARCENY THEFT FROM BUILDING,D14,False,2021-10-15 16:17:00,2021,10,Friday,16,COMMONWEALTH AVE,42.3383627210647,-71.15441001220513
4688,212074947,M/V ACCIDENT - OTHER CITY VEHICLE,B2,False,2021-10-15 16:32:00,2021,10,Friday,16,GUILD ST,42.32695551298448,-71.0894844237365
4689,212074944,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-10-15 08:40:00,2021,10,Friday,8,WASHINGTON ST,42.32866283555608,-71.08563401183545
4690,212074933,AUTO THEFT,B3,False,2021-10-15 16:12:00,2021,10,Friday,16,TENNIS RD,42.27615691256162,-71.0955030303829
4691,212074928,PROPERTY - LOST/ MISSING,D14,False,2021-10-13 14:20:00,2021,10,Wednesday,14,WASHINGTON ST,42.34905600030506,-71.15049849975023
4692,212074927,VERBAL DISPUTE,D14,False,2021-10-15 15:37:00,2021,10,Friday,15,COMMONWEALTH AVE,42.35181240274453,-71.12465238223153
4693,212074920,ASSAULT - SIMPLE,B2,False,2021-10-15 14:41:00,2021,10,Friday,14,MALCOLM X BLVD,42.3312377558529,-71.09140736221293
4694,212074918,MISSING PERSON - LOCATED,B3,False,2021-10-15 15:13:00,2021,10,Friday,15,BABSON ST,42.27193750881443,-71.09213540014078
4695,212074910,INVESTIGATE PROPERTY,B3,False,2021-10-15 15:03:00,2021,10,Friday,15,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4696,212074903,VIOLATION - CITY ORDINANCE,B2,False,2021-10-15 14:27:00,2021,10,Friday,14,"DUDLEY ST & WARREN ST
ROXBURY  MA 02119
UNITED STA",42.328657016948966,-71.0834519549857
4697,212074897,INVESTIGATE PROPERTY,B3,False,2021-10-15 12:00:00,2021,10,Friday,12,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4698,212074893,SICK ASSIST,B2,False,2021-10-15 12:19:00,2021,10,Friday,12,BRUNSWICK ST,42.310899863923375,-71.08007661412431
4699,212074892,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,False,2021-10-15 13:33:00,2021,10,Friday,13,ROXBURY ST,42.32952035449152,-71.08530640838333
4700,212074890,INVESTIGATE PERSON,B2,False,2021-10-15 12:24:00,2021,10,Friday,12,WARREN ST,42.329024688954846,-71.08341504753118
4701,212074883,FRAUD - IMPERSONATION,D14,False,2021-05-03 00:00:00,2021,5,Monday,0,WASHINGTON ST,42.34905600030506,-71.15049849975023
4702,212074878,AUTO THEFT,B3,False,2021-10-15 13:01:00,2021,10,Friday,13,WESTMORE RD,42.284691637688994,-71.09621547481711
4703,212074876,PROPERTY - LOST/ MISSING,D14,False,2021-10-11 02:07:00,2021,10,Monday,2,WASHINGTON ST,42.34905600030506,-71.15049849975023
4704,212074875,ASSAULT - AGGRAVATED,B3,True,2021-10-15 12:35:00,2021,10,Friday,12,MORTON ST,42.280612303395294,-71.08350145993505
4705,212074869,SERVICE TO OTHER AGENCY,B2,False,2021-10-15 11:30:00,2021,10,Friday,11,CHENEY ST,42.30970015593802,-71.08582414153403
4706,212074861,M/V - LEAVING SCENE - PERSONAL INJURY,B2,False,2021-10-15 11:27:00,2021,10,Friday,11,"RUGGLES ST & DEWITT DR
ROXBURY  MA 02119
UNITED ST",42.33270998123249,-71.0850250049971
4707,212074858,INVESTIGATE PERSON,B2,False,2021-10-15 10:45:00,2021,10,Friday,10,LONGWOOD AVE,42.33857000032452,-71.10670681008864
4708,212074856,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,False,2021-10-13 21:00:00,2021,10,Wednesday,21,WASHINGTON ST,42.34905600030506,-71.15049849975023
4709,212074854,LARCENY SHOPLIFTING,D14,False,2021-10-15 11:17:00,2021,10,Friday,11,MARKET ST,42.35580706049085,-71.14932167193464
4710,212074848,M/V ACCIDENT - PROPERTY DAMAGE,D14,False,2021-10-15 11:14:00,2021,10,Friday,11,SPARHAWK ST,42.35053820301344,-71.14846032735936
4711,212074845,AUTO THEFT,B2,False,2021-10-15 11:27:00,2021,10,Friday,11,DUDLEY ST,42.32872588572028,-71.08382216968015
4712,212074832,LARCENY THEFT FROM BUILDING,B2,False,2021-10-15 10:32:00,2021,10,Friday,10,TREMONT ST,42.33402461310304,-71.09039049468309
4713,212074824,INVESTIGATE PERSON,D14,False,2021-10-15 08:21:00,2021,10,Friday,8,WASHINGTON ST,42.34905600030506,-71.15049849975023
4714,212074818,INVESTIGATE PERSON,B2,False,2021-10-14 17:00:00,2021,10,Thursday,17,TREMONT ST,42.33258958106699,-71.1003137649898
4715,212074817,TRESPASSING,B2,False,2021-10-15 09:40:00,2021,10,Friday,9,"MAGAZINE ST & NORFOLK AVE
BOSTON  MA 02119
UNITED ",42.32668097552032,-71.07148004044825
4716,212074816,INVESTIGATE PERSON,B3,False,2021-10-15 09:01:00,2021,10,Friday,9,STRATTON ST,42.28881221925629,-71.08513152352724
4717,212074812,TOWED MOTOR VEHICLE,D14,False,2021-10-15 08:42:00,2021,10,Friday,8,N BEACON ST,42.35666076159527,-71.15104266703132
4718,212074807,VERBAL DISPUTE,B3,False,2021-10-15 08:08:00,2021,10,Friday,8,GREENWOOD ST,42.30262129341519,-71.07918398721611
4719,212074800,SICK/INJURED/MEDICAL - PERSON,B3,False,2021-10-15 08:15:00,2021,10,Friday,8,TALBOT AVE,42.29268710877364,-71.08038427146793
4720,212074796,INVESTIGATE PERSON,D14,False,2021-10-15 07:00:00,2021,10,Friday,7,BELLVISTA RD,42.34638021427772,-71.13804496418612
4721,212074795,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,False,2021-10-14 22:00:00,2021,10,Thursday,22,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4722,212074787,FIRE REPORT/ALARM - FALSE,D14,False,2021-10-15 03:53:00,2021,10,Friday,3,WOODSTOCK AVE,42.3464462650358,-71.13696690327734
4723,212074786,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-10-15 01:22:00,2021,10,Friday,1,"ROBEY ST & MARSHFIELD ST
ROXBURY  MA 02119
UNITED ",42.32309300121593,-71.06849001127432
4724,212074782,TRESPASSING,B3,False,2021-10-15 03:52:00,2021,10,Friday,3,BLUE HILL AVE,42.28389647281278,-71.09168023569073
4725,212074780,SICK/INJURED/MEDICAL - PERSON,D14,False,2021-10-15 02:33:00,2021,10,Friday,2,COMMONWEALTH AVE,42.34906577769542,-71.13414695373906
4726,212074776,PROPERTY - FOUND,D14,False,2021-10-15 02:39:00,2021,10,Friday,2,WASHINGTON ST,42.34905600030506,-71.15049849975023
4727,212074772,ASSAULT - SIMPLE,B2,False,2021-10-15 01:31:00,2021,10,Friday,1,WARREN ST,42.329024688954846,-71.08341504753118
4728,212074770,VAL - VIOLATION OF AUTO LAW,B3,False,2021-10-15 01:05:00,2021,10,Friday,1,"BLUE HILL AVE & HAZLETON ST
MATTAPAN  MA 02126
UNI",42.27837100800025,-71.0934949742575
4729,212074768,SICK ASSIST - DRUG RELATED ILLNESS,B2,False,2021-10-15 01:07:00,2021,10,Friday,1,COLUMBIA RD,42.31163119504438,-71.06974316294327
4730,212074764,THREATS TO DO BODILY HARM,B3,False,2021-10-15 01:11:00,2021,10,Friday,1,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4731,212074759,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,False,2021-10-15 00:08:00,2021,10,Friday,0,BROOKLINE AVE,42.34145645342931,-71.10459470162974
4732,212074754,INVESTIGATE PERSON,B2,False,2021-10-15 00:14:00,2021,10,Friday,0,FORT AVENUE TER,42.32511161346148,-71.09424190343019
4733,212074749,LICENSE PREMISE VIOLATION,B2,False,2021-10-14 23:43:00,2021,10,Thursday,23,TREMONT ST,42.33209621515696,-71.09860557454644
4734,212074746,AUTO THEFT,B3,False,2021-10-14 06:30:00,2021,10,Thursday,6,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4735,212074740,THREATS TO DO BODILY HARM,B2,False,2021-10-14 21:27:00,2021,10,Thursday,21,HUNTINGTON AVE,42.33638389017787,-71.09869457237673
4736,212074721,INVESTIGATE PERSON,B3,False,2021-10-14 21:17:00,2021,10,Thursday,21,WALK HILL ST,42.27905729477716,-71.095847886272
4737,212074716,VANDALISM,B3,False,2021-10-13 21:00:00,2021,10,Wednesday,21,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4738,212074715,ASSAULT - AGGRAVATED,B3,False,2021-10-14 20:36:00,2021,10,Thursday,20,BABSON ST,42.27595146393423,-71.09248844686246
4739,212074711,LARCENY THEFT OF BICYCLE,B2,False,2021-10-13 21:22:00,2021,10,Wednesday,21,TREMONT ST,42.3338068325205,-71.10377843024641
4740,212074707,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,False,2021-10-14 14:41:00,2021,10,Thursday,14,SCHROEDER PLZ,42.33367921810846,-71.09187754618458
4741,212074701,PROPERTY - FOUND,B2,False,2021-10-14 20:48:00,2021,10,Thursday,20,"BLUE HILL AVE & WARREN ST
DORCHESTER  MA 02121
UNI",42.30952502096375,-71.08261803437945
4742,212074696,VERBAL DISPUTE,B3,False,2021-10-14 19:58:00,2021,10,Thursday,19,STOCKTON ST,42.28265603684103,-71.07374541091508
4743,212074693,INVESTIGATE PERSON,B2,False,2021-10-14 19:58:00,2021,10,Thursday,19,WAYLAND ST,42.31368924628508,-71.07427079597184
4744,212074690,M/V ACCIDENT - OTHER,B2,False,2021-10-14 19:50:00,2021,10,Thursday,19,WASHINGTON ST,42.32866283555608,-71.08563401183545
4745,212074685,SICK ASSIST,D14,False,2021-10-14 19:05:00,2021,10,Thursday,19,BRAINERD RD,42.34748342366138,-71.13363158262618
4746,212074683,TOWED MOTOR VEHICLE,B3,False,2021-10-14 19:00:00,2021,10,Thursday,19,"DYER ST & CAPEN ST
BOSTON  MA 02124
UNITED STATES",42.28332002814728,-71.08076000974711
4747,212074682,M/V ACCIDENT - PERSONAL INJURY,B3,False,2021-10-14 18:54:00,2021,10,Thursday,18,NORFOLK ST & NELSON ST,42.28344096969366,-71.08331697463052
4748,212074681,LARCENY SHOPLIFTING,B2,False,2021-10-14 17:00:00,2021,10,Thursday,17,BLUE HILL AVE,42.308969992788,-71.08284838641052
4749,212074678,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,False,2021-10-14 07:00:00,2021,10,Thursday,7,STOUGHTON ST,42.31661749735653,-71.0640782725732
4750,212074674,SICK ASSIST,B2,False,2021-10-14 17:54:00,2021,10,Thursday,17,MARCELLA ST,42.32369645721497,-71.09564674108498
4751,212074669,VANDALISM,B2,False,2021-10-14 15:20:00,2021,10,Thursday,15,"RUGGLES ST & SOJOURNER TRUTH CT
ROXBURY  MA 02120
",42.33319296080303,-71.08586599614057
4752,212074665,INVESTIGATE PROPERTY,B2,False,2021-10-14 18:18:00,2021,10,Thursday,18,WASHINGTON ST,42.3225151072652,-71.09080341055319
4753,212074662,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,B2,False,2021-10-13 13:46:00,2021,10,Wednesday,13,TREMONT ST,42.33364400940853,-71.09086301795847
4754,212074656,FRAUD - FALSE PRETENSE / SCHEME,B2,False,2021-10-08 16:00:00,2021,10,Friday,16,WASHINGTON ST,42.32866283555608,-71.08563401183545
4755,212074649,FRAUD - CREDIT CARD / ATM FRAUD,B2,False,2021-10-14 16:15:00,2021,10,Thursday,16,HUMBOLDT AVE,42.31283411706919,-71.0897471150125
4756,212074648,LARCENY THEFT FROM BUILDING,D14,False,2021-10-14 16:53:00,2021,10,Thursday,16,COMMONWEALTH AVE,42.35073963164991,-71.13047909410511
4757,212074644,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,False,2021-10-14 13:49:00,2021,10,Thursday,13,SCHROEDER PLZ,42.33367921810846,-71.09187754618458
4758,212074641,TRESPASSING,B2,False,2021-10-14 14:43:00,2021,10,Thursday,14,DUDLEY ST,42.31735471710791,-71.06582970165483
4759,212074639,INVESTIGATE PERSON,D14,False,2021-10-14 16:51:00,2021,10,Thursday,16,CAMBRIDGE ST,42.3576682880102,-71.12729675664
4760,212074638,LANDLORD - TENANT,B3,False,2021-10-14 16:24:00,2021,10,Thursday,16,GLADESIDE AVE,42.27383703594168,-71.08644289370267
4761,212074636,ASSAULT - SIMPLE,D14,False,2021-10-14 16:02:00,2021,10,Thursday,16,BRIGHTON AVE,42.35329807569462,-71.1350494761337
4762,212074631,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,False,2021-10-14 16:34:00,2021,10,Thursday,16,"GREENWOOD ST & HARVARD ST
DORCHESTER  MA 02121
UNI",42.29659597789904,-71.0794539644142
4763,212074626,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,False,2021-10-12 16:30:00,2021,10,Tuesday,16,WASHINGTON ST,42.34905600030506,-71.15049849975023
4764,212074625,HARASSMENT/ CRIMINAL HARASSMENT,B2,False,2021-10-09 15:00:00,2021,10,Saturday,15,WASHINGTON ST,42.32866283555608,-71.08563401183545
4765,212074624,ASSAULT - SIMPLE,D14,False,2021-10-14 00:00:00,2021,10,Thursday,0,WASHINGTON ST,42.34905600030506,-71.15049849975023
4766,212074623,FRAUD - FALSE PRETENSE / SCHEME,B2,False,2021-10-13 16:00:00,2021,10,Wednesday,16,WASHINGTON ST,42.32866283555608,-71.08563401183545
4767,212074618,SICK/INJURED/MEDICAL - PERSON,B3,False,2021-10-14 15:42:00,2021,10,Thursday,15,HALLOWELL ST,42.27127755246927,-71.1011208181394
4768,212074606,PROPERTY - FOUND,B2,False,2021-10-13 15:00:00,2021,10,Wednesday,15,WASHINGTON ST,42.32866283555608,-71.08563401183545
4769,212074602,TOWED MOTOR VEHICLE,B3,False,2021-10-14 13:30:00,2021,10,Thursday,13,ASHTON ST,42.28671244298007,-71.08947257791597
4770,212074601,M/V ACCIDENT - OTHER CITY VEHICLE,B2,False,2021-10-12 15:45:00,2021,10,Tuesday,15,WASHINGTON ST,42.32866283555608,-71.08563401183545
4771,212074599,SICK ASSIST,B2,False,2021-10-14 14:24:00,2021,10,Thursday,14,"HUNTINGTON AVE & S HUNTINGTON AVE
ROXBURY  MA 0211",42.33202303325264,-71.11208803629012
4772,212074596,TRESPASSING,B2,False,2021-10-14 14:13:00,2021,10,Thursday,14,BLUE HILL AVE,42.30889840345595,-71.08305190474378
4773,212074580,SICK ASSIST,B2,False,2021-10-14 13:50:00,2021,10,Thursday,13,ELM HILL AVE,42.308017338561,-71.08870712241816
4774,212074565,SICK ASSIST,B3,False,2021-10-14 12:37:00,2021,10,Thursday,12,NORFOLK ST,42.27967051059363,-71.08887825508737
4775,212074562,TRESPASSING,B2,False,2021-10-14 13:16:00,2021,10,Thursday,13,TREMONT ST,42.3338068325205,-71.10377843024641
4776,212074561,INVESTIGATE PERSON,B3,False,2021-10-13 20:24:00,2021,10,Wednesday,20,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4777,212074556,LARCENY THEFT FROM BUILDING,B2,False,2021-10-14 09:57:00,2021,10,Thursday,9,FAYSTON ST,42.31224326993691,-71.07549900660268
4778,212074554,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,False,2021-10-14 11:39:00,2021,10,Thursday,11,"ROXBURY ST & WASHINGTON ST
ROXBURY  MA 02119
UNITE",42.32960898797933,-71.08462103764323
4779,212074548,ASSAULT - AGGRAVATED,B2,False,2021-10-14 11:25:00,2021,10,Thursday,11,HOLWORTHY ST,42.316321305820594,-71.08923049704752
4780,212074544,HARASSMENT/ CRIMINAL HARASSMENT,B2,False,2021-10-13 16:00:00,2021,10,Wednesday,16,WASHINGTON ST,42.32866283555608,-71.08563401183545
4781,212074543,INVESTIGATE PERSON,B2,False,2021-10-14 10:13:00,2021,10,Thursday,10,FRANCIS ST,42.33538443957382,-71.10677964872764
4782,212074540,LARCENY THEFT FROM BUILDING,B2,False,2021-10-14 09:46:00,2021,10,Thursday,9,DIMOCK ST,42.31949779193633,-71.09707351753512
4783,212074539,AUTO THEFT,B3,False,2021-10-14 02:30:00,2021,10,Thursday,2,"NORFOLK ST & TALBOT AVE
DORCHESTER  MA 02124
UNITE",42.290225999945314,-71.07207205467337
4784,212074537,INVESTIGATE PROPERTY,B3,False,2021-10-12 16:00:00,2021,10,Tuesday,16,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4785,212074536,PROPERTY - LOST/ MISSING,D14,False,2021-10-08 00:00:00,2021,10,Friday,0,WASHINGTON ST,42.34905600030506,-71.15049849975023
4786,212074529,VANDALISM,D14,False,2021-10-13 18:30:00,2021,10,Wednesday,18,WASHINGTON ST,42.34905600030506,-71.15049849975023
4787,212074513,SERVICE TO OTHER AGENCY,D14,False,2021-10-13 00:00:00,2021,10,Wednesday,0,WASHINGTON ST,42.34905600030506,-71.15049849975023
4788,212074509,SICK/INJURED/MEDICAL - PERSON,B2,False,2021-10-14 10:49:00,2021,10,Thursday,10,TREMONT ST,42.33402461310304,-71.09039049468309
4789,212074500,RECOVERED - MV RECOVERED IN BOSTON (STOLEN IN BOSTON) MUST BE SUPPLEMENTAL,B3,False,2021-10-14 09:13:00,2021,10,Thursday,9,FULLER ST,42.280727510546924,-71.07713630799255
4790,212074499,TOWED MOTOR VEHICLE,B2,False,2021-10-14 07:04:00,2021,10,Thursday,7,"RUGGLES ST & CABOT ST
BOSTON  MA 02120
UNITED STAT",42.33387001013672,-71.08699998381694
4791,212074493,HARASSMENT/ CRIMINAL HARASSMENT,D14,False,2021-10-14 09:45:00,2021,10,Thursday,9,COMMONWEALTH AVE,42.34795357907431,-71.1363073635181
4792,212074485,M/V PLATES - LOST,B3,False,2021-10-11 11:30:00,2021,10,Monday,11,FREMONT ST,42.27152449093273,-71.09295147757958
4793,212074483,INVESTIGATE PERSON,D14,False,2021-10-13 10:00:00,2021,10,Wednesday,10,CAMBRIDGE ST,42.34996240307132,-71.14762530579942
4794,212074479,FIRE REPORT,B2,False,2021-10-14 08:58:00,2021,10,Thursday,8,QUINCY ST,42.31369016219415,-71.07696740941833
4795,212074477,AUTO THEFT,B3,False,2021-10-13 15:30:00,2021,10,Wednesday,15,BLUE HILL AVE,42.28482576580488,-71.09137368938802
4796,212074467,VANDALISM,B2,False,2021-10-14 06:40:00,2021,10,Thursday,6,WINTHROP ST,42.3242406894884,-71.07761916640617
4797,212074464,PROPERTY - ACCIDENTAL DAMAGE,B3,False,2021-10-14 05:47:00,2021,10,Thursday,5,MORTON ST,42.280612303395294,-71.08350145993505
4798,212074459,INVESTIGATE PERSON,B2,False,2021-10-14 03:37:00,2021,10,Thursday,3,LONGWOOD AVE,42.33744151891779,-71.10428095571272
4799,212074458,PROPERTY - FOUND,B3,False,2021-10-14 01:39:00,2021,10,Thursday,1,BERNARD ST,42.291276777979576,-71.07920675804057
4800,212074441,TOWED MOTOR VEHICLE,D14,False,2021-10-14 00:02:00,2021,10,Thursday,0,CLAYMOSS RD,42.34390335734357,-71.14478233199533
4801,212074438,BALLISTICS EVIDENCE/FOUND,B3,True,2021-10-14 00:23:00,2021,10,Thursday,0,GREENWOOD ST,42.30175908890449,-71.0795516016392
4802,212074437,MISSING PERSON - LOCATED,B2,False,2021-10-12 20:00:00,2021,10,Tuesday,20,WASHINGTON ST,42.32866283555608,-71.08563401183545
4803,212074436,VANDALISM,B3,False,2021-10-13 23:50:00,2021,10,Wednesday,23,FULLER ST,42.28009278633591,-71.08005410237719
4804,212074425,INVESTIGATE PERSON,B3,False,2021-10-13 22:35:00,2021,10,Wednesday,22,BABSON ST,42.27193750881443,-71.09213540014078
4805,212074423,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,False,2021-10-13 17:00:00,2021,10,Wednesday,17,COLBORNE RD,42.34455946707834,-71.14890848518175
4806,212074422,INVESTIGATE PERSON,B3,False,2021-10-13 21:20:00,2021,10,Wednesday,21,LORNA RD,42.27896556098812,-71.08319328934984
4807,212074420,INVESTIGATE PROPERTY,D14,True,2021-10-13 22:27:00,2021,10,Wednesday,22,CHISWICK RD,42.34059097048936,-71.1519725043284
4808,212074418,ASSAULT - SIMPLE,B3,False,2021-10-13 21:57:00,2021,10,Wednesday,21,FERNDALE ST,42.288865350032246,-71.07738439259764
4809,212074415,SICK/INJURED/MEDICAL - PERSON,B2,False,2021-10-13 21:31:00,2021,10,Wednesday,21,DIMOCK ST,42.31909397701724,-71.09556647450387
4810,212074414,SICK ASSIST - DRUG RELATED ILLNESS,B3,False,2021-10-13 20:43:00,2021,10,Wednesday,20,MORTON VILLAGE DR,42.2802435212006,-71.08481509241136
4811,212074413,VAL - OPERATING AFTER REV/SUSP.,B3,False,2021-10-13 21:04:00,2021,10,Wednesday,21,NORFOLK ST,42.28092154390343,-71.08766264117038
4812,212074409,LANDLORD - TENANT,B3,False,2021-10-13 21:19:00,2021,10,Wednesday,21,TENNIS RD,42.27615691256162,-71.0955030303829
4813,212074407,THREATS TO DO BODILY HARM,B2,False,2021-10-13 20:56:00,2021,10,Wednesday,20,DUDLEY ST,42.328631716777394,-71.08309898723691
4814,212074393,LARCENY SHOPLIFTING,B2,False,2021-10-13 19:15:00,2021,10,Wednesday,19,BLUE HILL AVE,42.308969992788,-71.08284838641052
4815,212074392,LARCENY PURSE SNATCH - NO FORCE,D14,False,2021-10-11 12:30:00,2021,10,Monday,12,WASHINGTON ST,42.34905600030506,-71.15049849975023
4816,212074391,ASSAULT - SIMPLE,B2,False,2021-10-13 19:32:00,2021,10,Wednesday,19,WARREN ST,42.31696649906326,-71.08254057648374
4817,212074378,INVESTIGATE PERSON,B3,False,2021-10-13 18:55:00,2021,10,Wednesday,18,WOODDALE AVE,42.27655557085238,-71.08849582485384
4818,212074376,MISSING PERSON - LOCATED,D14,False,2021-10-12 18:00:00,2021,10,Tuesday,18,BENNETT ST,42.35188271206864,-71.15647760429053
4819,212074373,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,False,2021-10-13 18:41:00,2021,10,Wednesday,18,RIVER ST,42.27222807962702,-71.0700614903142
4820,212074367,THREATS TO DO BODILY HARM,B3,False,2021-10-07 10:00:00,2021,10,Thursday,10,MORTON ST,42.280612303395294,-71.08350145993505
4821,212074364,LARCENY THEFT FROM BUILDING,D14,False,2021-10-10 12:57:00,2021,10,Sunday,12,WASHINGTON ST,42.34905600030506,-71.15049849975023
